composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,band_gap
Ag0.4 Cd0.5 In2.2 Te4,47.0,52.0,5.0,50.507042253521135,1.68220591152549,52.0,65.0,90.0,25.0,82.53521126760563,8.411029557627455,90.0,107.8682,127.6,19.731799999999996,121.45808169014086,6.920471335052565,127.6,429.75,1234.93,805.1800000000001,651.7143661971832,145.65317992461812,722.66,11.0,16.0,5.0,14.507042253521128,1.682205911525491,16.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,145.0,7.0,140.05633802816902,2.317000595120017,138.0,1.69,2.1,0.4100000000000001,1.9623943661971832,0.1550486014679627,2.1,1.0,2.0,1.0,1.9436619718309864,0.1063281095020826,2.0,0.0,4.0,4.0,2.563380281690141,1.6187264431660386,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.507042253521128,1.682205911525491,16.0,0.0,1.0,1.0,0.056338028169014,0.1063281095020829,0.0,0.0,5.0,5.0,2.676056338028169,1.4401904384050783,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.732394366197183,1.4052767308073797,2.0,16.33,34.7633333333,18.4333333333,29.395046948338027,6.048773391506446,34.7633333333,0.0,0.464,0.464,0.2614084507042253,0.2282721682205911,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,155.04225352112675,13.369569529855184,152.0,0.19
Cs3 Bi2 Br9,35.0,83.0,48.0,46.142857142857146,14.326530612244898,35.0,5.0,95.0,90.0,74.42857142857143,29.755102040816325,95.0,79.904,208.9804,129.0764,109.70093969285712,38.31035103367346,79.904,265.8,544.4,278.6,313.26928571428573,66.03734693877551,265.8,1.0,17.0,16.0,13.285714285714286,5.2653061224489806,17.0,4.0,6.0,2.0,4.714285714285714,0.9183673469387756,4.0,120.0,244.0,124.0,150.57142857142858,40.04081632653062,120.0,0.79,2.96,2.17,2.3607142857142853,0.7705102040816328,2.96,1.0,2.0,1.0,1.7857142857142858,0.3367346938775509,2.0,0.0,5.0,5.0,3.642857142857143,1.7448979591836735,5.0,0.0,10.0,10.0,7.857142857142857,3.3673469387755097,10.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,1.0,29.0,28.0,15.285714285714286,6.122448979591836,17.0,0.0,1.0,1.0,0.2142857142857142,0.3367346938775509,0.0,0.0,3.0,3.0,1.0714285714285714,0.5510204081632653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.2857142857142858,0.489795918367347,1.0,29.48,115.765,86.285,48.46535714285715,28.842704081632657,29.48,0.0,1.457,1.457,0.9366428571428572,0.6690306122448979,1.457,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.92857142857144,58.74489795918368,64.0,2.5
Cd1 In30 Te46,48.0,52.0,4.0,50.77922077922078,1.458593354697251,52.0,70.0,90.0,20.0,83.8961038961039,7.292966773486254,90.0,112.411,127.6,15.188999999999991,122.42274025974024,6.18581683251813,127.6,429.75,722.66,292.91,606.8711688311688,138.34509698094112,722.66,12.0,16.0,4.0,14.77922077922078,1.458593354697251,16.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,144.0,6.0,139.63636363636363,1.9551357733175896,138.0,1.69,2.1,0.4100000000000001,1.97,0.1553246753246754,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.779220779220779,1.458593354697251,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,14.77922077922078,1.458593354697251,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.142857142857143,1.4471243042671615,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.142857142857143,1.4471243042671615,2.0,19.495,34.7633333333,15.268333333299996,30.472835497815584,5.126309102137221,34.7633333333,0.0,0.464,0.464,0.2771948051948052,0.2231958171698431,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,147.4805194805195,6.608196997807386,152.0,1.17
Cr1 O3,8.0,24.0,16.0,12.0,6.0,8.0,49.0,87.0,38.0,77.5,14.25,87.0,15.9994,51.9961,35.9967,24.998575,13.498762499999998,15.9994,54.8,2180.0,2125.2,586.1,796.95,54.8,6.0,16.0,10.0,13.5,3.75,16.0,2.0,4.0,2.0,2.5,0.75,2.0,66.0,139.0,73.0,84.25,27.375,66.0,1.66,3.44,1.78,2.995,0.6675,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.5,0.75,2.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.5,2.0,9.105,11.19,2.084999999999999,9.62625,0.7818749999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,66.25,81.375,12.0,1.4
Cd1 Ge1 As2,32.0,48.0,16.0,36.5,5.75,33.0,70.0,84.0,14.0,79.25,4.75,84.0,72.64,112.411,39.771,83.72354999999999,14.343724999999996,74.9216,594.22,1211.4,617.1800000000001,996.405,201.09250000000003,1090.0,12.0,15.0,3.0,14.0,1.0,15.0,4.0,5.0,1.0,4.25,0.375,4.0,119.0,144.0,25.0,125.5,9.25,119.0,1.69,2.18,0.4900000000000002,2.015,0.1650000000000001,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,14.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,19.495,23.005,3.509999999999998,21.7125,1.1087500000000006,22.175,0.0,0.383,0.383,0.09575,0.143625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,187.75,21.75,166.0,0.65
K2 Se1,19.0,34.0,15.0,24.0,6.666666666666667,19.0,3.0,89.0,86.0,31.666666666666668,38.22222222222222,3.0,39.0983,78.96,39.86169999999999,52.385533333333335,17.716311111111107,39.0983,336.53,494.0,157.47000000000003,389.02,69.98666666666668,336.53,1.0,16.0,15.0,6.0,6.666666666666667,1.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,203.0,83.0,175.33333333333334,36.888888888888886,203.0,0.82,2.55,1.73,1.3966666666666665,0.7688888888888888,0.82,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,10.0,10.0,3.333333333333333,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,6.0,6.666666666666667,1.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,25.92,73.1066666667,47.18666666669999,57.3777777778,20.971851851866663,73.1066666667,0.0,0.799,0.799,0.2663333333333333,0.3551111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,157.33333333333334,95.55555555555554,229.0,1.8
Rh1 Sb1 Te1,45.0,52.0,7.0,49.333333333333336,2.888888888888888,45.0,59.0,90.0,31.0,78.0,12.666666666666666,59.0,102.9055,127.6,24.69449999999999,117.42183333333332,9.677555555555555,102.9055,722.66,2237.0,1514.34,1287.8133333333333,632.7911111111111,722.66,9.0,16.0,7.0,13.333333333333334,2.888888888888889,9.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,139.66666666666666,1.5555555555555525,138.0,2.05,2.28,0.2299999999999999,2.143333333333333,0.0911111111111109,2.05,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,4.0,4.0,2.333333333333333,1.5555555555555554,0.0,8.0,10.0,2.0,9.333333333333334,0.8888888888888887,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,7.0,13.333333333333334,2.888888888888889,9.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.6666666666666667,1.111111111111111,0.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.6666666666666665,0.4444444444444445,2.0,13.64,34.7633333333,21.1233333333,26.65444444443333,8.676296296288887,13.64,0.0,0.464,0.464,0.1546666666666666,0.2062222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,181.0,29.33333333333333,152.0,0.5
Rb2 Ti1 Cu2 S4,16.0,37.0,21.0,24.22222222222222,7.80246913580247,16.0,4.0,88.0,84.0,59.0,28.0,88.0,32.065,85.4678,53.4028,52.68384444444444,19.398271604938277,32.065,312.46,1941.0,1628.54,759.4333333333333,528.4977777777777,388.36,1.0,16.0,15.0,10.22222222222222,5.481481481481482,16.0,3.0,5.0,2.0,3.7777777777777777,0.691358024691358,3.0,105.0,220.0,115.0,142.66666666666666,38.22222222222222,105.0,0.82,2.58,1.7600000000000002,1.9222222222222225,0.5846913580246914,2.58,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,2.0,0.0,4.0,4.0,1.7777777777777777,1.9753086419753088,4.0,0.0,10.0,10.0,2.4444444444444446,3.3580246913580245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,5.777777777777778,2.5185185185185186,6.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,2.0,2.0,0.8888888888888888,0.9876543209876544,2.0,0.0,8.0,8.0,0.8888888888888888,1.580246913580247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.2222222222222223,1.2839506172839503,2.0,11.07,90.7225,79.6525,35.93583333333333,24.34962962962963,25.786875,0.0,2.202,2.202,0.9786666666666668,1.0874074074074072,2.202,0.0,2.25333333333e-05,2.25333333333e-05,2.5037037037e-06,4.451028806577778e-06,0.0,70.0,229.0,159.0,153.55555555555554,74.27160493827161,70.0,2.19
Pb0.99 Te1 Tl0.01,52.0,82.0,30.0,66.995,14.995,52.0,76.0,90.0,14.0,85.475,4.525,90.0,127.6,207.2,79.6,167.38591649999998,39.7859165,127.6,577.0,722.66,145.65999999999997,661.51695,61.14304999999997,722.66,13.0,16.0,3.0,14.995,1.005,16.0,5.0,6.0,1.0,5.5,0.5,5.0,138.0,146.0,8.0,141.99499999999998,3.995,138.0,1.62,2.33,0.71,2.2114500000000006,0.1173645,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.995,1.005,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,16.0,28.0,12.0,21.995,5.995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.005,1.005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.005,1.005,2.0,26.91,34.7633333333,7.853333333299997,31.43066666665,3.332666666649999,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,188.345,36.345,152.0,0.59
Ag1 Sb1 S2,16.0,51.0,35.0,32.5,16.5,16.0,65.0,88.0,23.0,81.5,8.25,88.0,32.065,121.76,89.69500000000001,73.43955,41.37455,32.065,388.36,1234.93,846.57,728.8575000000001,340.4975,388.36,11.0,16.0,5.0,14.5,1.75,16.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,145.0,40.0,123.5,18.5,105.0,1.93,2.58,0.6500000000000001,2.285,0.2950000000000001,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.5,3.5,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,16.33,31.56,15.23,24.8659375,4.267968749999999,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,132.75,62.75,70.0,1.99
As2 Te3,33.0,52.0,19.0,44.4,9.12,52.0,84.0,90.0,6.0,87.6,2.880000000000001,90.0,74.9216,127.6,52.6784,106.52864,25.285632,127.6,722.66,1090.0,367.34,869.5959999999999,176.3232,722.66,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,119.0,138.0,19.0,130.4,9.12,138.0,2.1,2.18,0.08,2.132,0.0384,2.1,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,22.175,34.7633333333,12.588333333299996,29.72799999998,6.0423999999839975,34.7633333333,0.0,0.464,0.464,0.2784,0.2227199999999999,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,166.0,14.0,157.6,6.719999999999999,152.0,1.72
Cu2 Zn1 Ge1 Se4,29.0,34.0,5.0,32.0,2.0,34.0,64.0,89.0,25.0,79.0,10.0,89.0,63.546,78.96,15.413999999999994,72.619,6.346249999999998,78.96,494.0,1357.77,863.77,824.4525,363.395625,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,132.0,12.0,123.25,4.375,120.0,1.65,2.55,0.8999999999999999,2.2075,0.3424999999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,11.07,25.92,14.85,20.348125000000003,6.23609375,25.92,0.0,0.799,0.799,0.447375,0.351625,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,115.625,101.625,14.0,1.63
Ce1 N1,7.0,58.0,51.0,32.5,25.5,7.0,15.0,82.0,67.0,48.5,33.5,15.0,14.0067,140.116,126.10930000000002,77.06135,63.05465000000001,14.0067,63.05,1071.0,1007.95,567.025,503.975,63.05,3.0,15.0,12.0,9.0,6.0,3.0,2.0,6.0,4.0,4.0,2.0,2.0,71.0,204.0,133.0,137.5,66.5,71.0,1.12,3.04,1.92,2.08,0.96,1.12,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,4.0,5.0,1.0,4.5,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,9.0,9.0,4.5,4.5,0.0,0.0,13.0,13.0,6.5,6.5,0.0,3.0,22.0,19.0,12.5,9.5,3.0,14.76875,37.24,22.47125,26.004375000000003,11.235625,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,0.7
Na2 Ba1 Ge1 Se4,11.0,56.0,45.0,30.75,9.875,34.0,2.0,89.0,87.0,56.0,38.75,89.0,22.98976928,137.327,114.33723072,71.47331732,24.241774019999998,78.96,370.87,1211.4,840.5300000000001,616.1425,244.77875000000003,494.0,1.0,16.0,15.0,10.25,6.6875,16.0,3.0,6.0,3.0,4.0,0.5,4.0,120.0,215.0,95.0,143.375,29.21875,120.0,0.89,2.55,1.6599999999999997,1.87,0.7149999999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,6.25,4.6875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,10.25,6.6875,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,23.005,63.59,40.58500000000001,31.095208333325,8.12369791666875,25.92,0.0,0.799,0.799,0.447375,0.351625,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,121.0,107.0,14.0,2.25
Eu3 In2 P4,15.0,63.0,48.0,38.55555555555556,20.938271604938272,15.0,25.0,83.0,58.0,61.888888888888886,24.592592592592595,83.0,30.973762,151.964,120.990238,89.93589422222222,52.41078419753087,30.973762,317.3,1095.0,777.7,601.5222222222222,328.9851851851852,317.3,3.0,15.0,12.0,10.555555555555555,5.037037037037036,15.0,3.0,6.0,3.0,4.444444444444445,1.2839506172839503,3.0,107.0,198.0,91.0,145.11111111111111,35.25925925925927,107.0,1.185,2.19,1.005,1.7638888888888888,0.3859259259259259,2.19,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5555555555555556,1.2839506172839508,3.0,0.0,10.0,10.0,2.2222222222222223,3.45679012345679,0.0,0.0,7.0,7.0,2.333333333333333,3.111111111111111,0.0,5.0,13.0,8.0,8.11111111111111,2.765432098765432,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4444444444444446,1.6296296296296295,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.333333333333333,3.111111111111111,0.0,3.0,7.0,4.0,4.777777777777778,1.5802469135802468,3.0,22.5702380952,36.46,13.8897619048,27.575661375644447,5.922892416237038,22.5702380952,0.0,1.625,1.625,0.7222222222222222,0.802469135802469,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,108.11111111111111,94.320987654321,2.0,0.45
K8 Ce2 I18 O53,8.0,58.0,50.0,20.320987654320987,16.3846974546563,8.0,3.0,96.0,93.0,78.92592592592592,18.154549611339736,87.0,15.9994,140.116,124.11660000000002,45.990951358024695,40.609714391098926,15.9994,54.8,1071.0,1016.2,181.50543209876545,165.8120469440634,54.8,1.0,17.0,16.0,14.419753086419751,3.214753848498704,16.0,2.0,6.0,4.0,2.962962962962963,1.2601737540009146,2.0,66.0,204.0,138.0,99.1604938271605,43.39521414418534,66.0,0.82,3.44,2.62,2.950617283950617,0.6404267642127724,3.44,1.0,2.0,1.0,1.9012345679012344,0.1780216430422191,2.0,0.0,5.0,5.0,3.728395061728395,0.9205913732662702,4.0,0.0,10.0,10.0,2.246913580246914,3.445816186556927,0.0,0.0,1.0,1.0,0.0246913580246913,0.0481633897271757,0.0,1.0,17.0,16.0,7.901234567901234,4.043895747599451,6.0,0.0,1.0,1.0,0.0987654320987654,0.1780216430422191,0.0,0.0,2.0,2.0,1.530864197530864,0.6139308032312148,2.0,0.0,9.0,9.0,0.2222222222222222,0.4334705075445816,0.0,0.0,13.0,13.0,0.3209876543209876,0.6261240664532846,0.0,1.0,22.0,21.0,2.1728395061728394,0.9791190367322054,2.0,9.105,73.1066666667,64.00166666669999,23.656399176958026,19.042571762438893,9.105,0.0,1.062,1.062,0.236,0.3671111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,49.48148148148148,49.04983996342021,12.0,2.34
Sm1 S1,16.0,62.0,46.0,39.0,23.0,16.0,23.0,88.0,65.0,55.5,32.5,23.0,32.065,150.36,118.29500000000002,91.2125,59.14750000000001,32.065,388.36,1345.0,956.64,866.6800000000001,478.32,388.36,3.0,16.0,13.0,9.5,6.5,3.0,3.0,6.0,3.0,4.5,1.5,3.0,105.0,198.0,93.0,151.5,46.5,105.0,1.17,2.58,1.41,1.875,0.7050000000000001,1.17,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,3.0,0.0,6.0,8.0,2.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,4.0,0.0,2.0,8.0,6.0,5.0,3.0,2.0,25.786875,33.23,7.443124999999998,29.5084375,3.721562499999999,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,166.0,96.0,118.0,48.0,70.0,2.3
Rb3 Sb2 Br9,35.0,51.0,16.0,37.71428571428572,3.795918367346939,35.0,4.0,95.0,91.0,74.07142857142857,30.03061224489796,95.0,79.904,121.76,41.85600000000001,87.07567142857144,9.909808163265316,79.904,265.8,903.78,637.98,366.9385714285714,153.3832653061224,265.8,1.0,17.0,16.0,13.285714285714286,5.2653061224489806,17.0,4.0,5.0,1.0,4.357142857142857,0.4591836734693876,4.0,120.0,220.0,100.0,144.14285714285714,32.51020408163265,120.0,0.82,2.96,2.14,2.3714285714285714,0.756734693877551,2.96,1.0,2.0,1.0,1.7857142857142858,0.3367346938775509,2.0,0.0,5.0,5.0,3.642857142857143,1.7448979591836735,5.0,0.0,10.0,10.0,7.857142857142857,3.3673469387755097,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,13.285714285714286,5.2653061224489806,17.0,0.0,1.0,1.0,0.2142857142857142,0.3367346938775509,0.0,0.0,3.0,3.0,1.0714285714285714,0.5510204081632653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.2857142857142858,0.489795918367347,1.0,29.48,90.7225,61.24249999999999,42.90053571428572,20.49512755102041,29.48,0.0,1.457,1.457,0.9366428571428572,0.6690306122448979,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,113.92857142857144,64.1938775510204,64.0,2.48
